'2018/05/08 00:30:33 +0900', 26.9, 51, 1005, 50.3, 50.70, 8.24, 60.98
'2018/05/08 01:01:00 +0900', 26.6, 51, 1005, 49.8, 51.25, 22.48, 58.608
'2018/05/08 01:30:19 +0900', 26.4, 51, 1005, 49.8, 45.05, 21.01, 56.931
'2018/05/08 02:00:33 +0900', 26.3, 51, 1005, 49.8, 45.05, 21.01, 56.931
'2018/05/08 02:30:57 +0900', 26.3, 51, 1005, 49.2, 50.31, 20.46, 56.359
'2018/05/08 03:00:16 +0900', 26.2, 51, 1006, 49.8, 50.96, 22.65, 54.617
'2018/05/08 03:30:30 +0900', 26.1, 50, 1006, 49.2, 50.96, 22.65, 54.617
'2018/05/08 04:00:56 +0900', 26.0, 50, 1006, 49.8, 51.23, 23.00, 58.036
'2018/05/08 04:30:15 +0900', 26.0, 50, 1006, 49.2, 51.95, 22.79, 59.565
'2018/05/08 05:00:30 +0900', 25.9, 50, 1007, 48.7, 51.95, 22.79, 59.565
'2018/05/08 05:30:56 +0900', 25.9, 50, 1007, 48.7, 51.83, 23.08, 60.903
'2018/05/08 06:00:16 +0900', 25.9, 49, 1008, 49.2, 51.65, 22.44, 56.326
'2018/05/08 06:30:32 +0900', 25.8, 49, 1008, 49.2, 51.65, 22.44, 56.326
'2018/05/08 07:00:58 +0900', 25.8, 49, 1008, 48.7, 51.80, 21.65, 53.71
'2018/05/08 07:30:17 +0900', 25.9, 49, 1008, 49.2, 49.22, 22.52, 57.738
'2018/05/08 08:00:31 +0900', 25.9, 50, 1008, 49.2, 49.22, 22.52, 57.738
'2018/05/08 08:30:57 +0900', 25.9, 49, 1008, 49.8, 51.62, 22.36, 59.095
'2018/05/08 09:00:16 +0900', 25.9, 49, 1009, 49.2, 51.36, 19.30, 57.556
'2018/05/08 09:30:31 +0900', 25.9, 49, 1009, 49.2, 51.36, 19.30, 57.556
'2018/05/08 10:00:57 +0900', 25.9, 48, 1009, 49.2, 51.59, 22.89, 54.211
'2018/05/08 10:30:15 +0900', 25.9, 48, 1009, 49.2, 51.62, 22.50, 52.704
'2018/05/08 11:00:31 +0900', 25.8, 48, 1009, 49.2, 51.62, 22.50, 52.704
'2018/05/08 11:30:57 +0900', 25.8, 48, 1009, 49.2, 50.05, 22.09, 56.334
'2018/05/08 12:00:16 +0900', 25.8, 48, 1009, 49.2, 51.49, 22.28, 56.306
'2018/05/08 12:30:30 +0900', 25.7, 48, 1009, 49.2, 51.49, 22.28, 56.306
'2018/05/08 13:00:56 +0900', 25.7, 48, 1009, 48.7, 51.00, 22.36, 52.704
'2018/05/08 13:30:15 +0900', 25.7, 48, 1009, 49.2, 51.08, 22.39, 54.995
'2018/05/08 14:00:29 +0900', 25.7, 48, 1009, 48.7, 51.08, 22.39, 54.995
'2018/05/08 14:30:55 +0900', 25.7, 48, 1009, 48.7, 44.97, 22.23, 56.823
'2018/05/08 15:00:17 +0900', 25.6, 48, 1008, 48.7, 50.82, 20.77, 56.672
'2018/05/08 15:30:32 +0900', 25.6, 47, 1009, 49.2, 50.82, 20.77, 56.672
'2018/05/08 16:30:19 +0900', 25.6, 48, 1010, 48.7, 51.59, 23.17, 55.061
'2018/05/08 17:00:33 +0900', 25.6, 48, 1010, 48.7, 51.59, 23.17, 55.061
'2018/05/08 17:30:59 +0900', 25.5, 48, 1010, 48.7, 51.18, 22.92, 56.067
'2018/05/08 18:00:17 +0900', 25.5, 48, 1010, 48.7, 51.50, 22.56, 61.381
'2018/05/08 18:30:31 +0900', 25.5, 48, 1010, 49.2, 51.50, 22.56, 61.381
'2018/05/08 19:00:56 +0900', 25.4, 48, 1010, 48.7, 46.77, 22.91, 53.009
'2018/05/08 19:30:15 +0900', 25.4, 48, 1010, 49.2, 51.01, 22.47, 55.309
'2018/05/08 20:00:30 +0900', 25.4, 48, 1011, 49.2, 51.01, 22.47, 55.309
'2018/05/08 20:30:55 +0900', 25.5, 49, 1011, 48.7, 51.78, 2.45, 59.139
'2018/05/08 21:00:13 +0900', 25.5, 49, 1011, 48.7, 50.12, 22.83, 54.031
'2018/05/08 21:30:39 +0900', 25.5, 49, 1011, 48.7, 45.34, 5.58, 56.571
'2018/05/08 22:30:25 +0900', 25.6, 50, 1011, 48.7, 49.08, 22.27, 56.253
'2018/05/08 23:00:16 +0900', 25.7, 51, 1010, 50.8, 49.95, 21.65, 52.77
'2018/05/08 23:30:58 +0900', 25.7, 50, 1010, 49.2, 48.21, 21.76, 55.83
'2018/05/09 00:00:23 +0900', 25.7, 50, 1010, 49.2, 41.92, 21.86, 58.136
'2018/05/09 00:30:56 +0900', 25.7, 50, 1010, 48.7, 49.33, 21.99, 54.11
'2018/05/09 01:00:21 +0900', 25.6, 50, 1010, 49.2, 50.41, 12.28, 55.16
'2018/05/09 01:30:51 +0900', 25.6, 50, 1010, 49.2, 35.05, 22.83, 57.45
'2018/05/09 02:00:16 +0900', 25.6, 50, 1010, 48.7, 50.57, 20.72, 53.686
'2018/05/09 02:30:48 +0900', 25.5, 50, 1010, 48.7, 50.59, 22.59, 60.658
'2018/05/09 03:00:14 +0900', 25.5, 50, 1010, 48.7, 51.84, 21.14, 61.305
'2018/05/09 03:30:34 +0900', 25.5, 50, 1010, 48.7, 51.84, 21.14, 61.305
'2018/05/09 04:00:00 +0900', 25.5, 50, 1011, 48.7, 51.01, 20.07, 56.734
'2018/05/09 04:30:32 +0900', 25.5, 49, 1011, 48.7, 51.04, 20.75, 58.087
'2018/05/09 05:30:30 +0900', 25.4, 48, 1011, 48.7, 50.54, 22.02, 55.032
'2018/05/09 06:30:29 +0900', 25.3, 48, 1013, 48.7, 50.84, 20.70, 56.02
'2018/05/09 07:30:22 +0900', 25.4, 49, 1013, 48.7, 41.62, 16.36, 57.429
'2018/05/09 08:00:54 +0900', 25.6, 51, 1013, 49.2, 50.80, 22.24, 59.034
'2018/05/09 08:30:20 +0900', 25.6, 50, 1013, 49.2, 50.60, 19.69, 54.919
'2018/05/09 09:00:59 +0900', 25.5, 49, 1014, 48.7, 49.91, 19.72, 59.552
'2018/05/09 09:30:27 +0900', 25.5, 49, 1014, 48.7, 50.97, 22.99, 54.507
'2018/05/09 10:00:59 +0900', 25.5, 48, 1014, 49.2, 51.32, 17.30, 57.145
'2018/05/09 10:30:25 +0900', 25.1, 44, 1014, 48.7, 48.85, 22.62, 59.057
'2018/05/09 11:00:56 +0900', 24.1, 42, 1014, 47.6, 37.64, 23.37, 58.391
'2018/05/09 11:30:22 +0900', 23.5, 40, 1014, 47.1, 48.57, 22.50, 55.348
